,Unnamed: 0,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
3563,3563,3902080,183427508,60,OUTBOUND-BOSTON BRIDGE,16:20:00,1,YOUNG ST + YESTER,20840,17:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 16:20,1/1/2023 17:00,0 days 00:40:00,40.0,0.666666667
3564,3564,3756080,183427508,60,INBOUND-CRAWFORD VILLAGE,17:02:00,1,WALNUT ST + LINDEN,10246,17:20:00,44,5.147731368,1,YOUNG ST + YESTER,20840,1/1/2023 17:02,1/1/2023 17:20,0 days 00:18:00,18.0,0.3
3565,3565,12595080,183427508,60,OUTBOUND-BOSTON BRIDGE,17:20:00,1,YOUNG ST + YESTER,20840,18:00:00,55,6.206693427,1,WALNUT ST + LINDEN,10391,1/1/2023 17:20,1/1/2023 18:00,0 days 00:40:00,40.0,0.666666667
3566,3566,9860080,183427508,60,INBOUND-MCKEESPORT TRANSPORTATION CENTER,18:02:00,1,WALNUT ST + LINDEN,10246,18:15:00,33,3.957137709,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,1/1/2023 18:02,1/1/2023 18:15,0 days 00:13:00,13.0,0.216666667
4336,4336,237070,183453007,60,OUTBOUND-BOSTON,8:46:00,3,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,18158,8:59:00,30,3.865920191,3,WALNUT ST + LINDEN,10391,1/1/2023 8:46,1/1/2023 8:59,0 days 00:13:00,13.0,0.216666667
4337,4337,2633070,183453007,60,INBOUND-CRAWFORD VILLAGE,9:01:00,3,WALNUT ST + LINDEN,10246,9:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 9:01,1/1/2023 9:19,0 days 00:18:00,18.0,0.3
4338,4338,13055070,183453007,60,OUTBOUND-BOSTON BRIDGE,9:19:00,3,YOUNG ST + YESTER,20840,9:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 9:19,1/1/2023 9:59,0 days 00:40:00,40.0,0.666666667
4339,4339,6817070,183453007,60,INBOUND-CRAWFORD VILLAGE,10:01:00,3,WALNUT ST + LINDEN,10246,10:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 10:01,1/1/2023 10:19,0 days 00:18:00,18.0,0.3
4340,4340,2478070,183453007,60,OUTBOUND-BOSTON BRIDGE,10:19:00,3,YOUNG ST + YESTER,20840,10:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 10:19,1/1/2023 10:59,0 days 00:40:00,40.0,0.666666667
4341,4341,12173070,183453007,60,INBOUND-CRAWFORD VILLAGE,11:01:00,3,WALNUT ST + LINDEN,10246,11:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 11:01,1/1/2023 11:19,0 days 00:18:00,18.0,0.3
4342,4342,10608070,183453007,60,OUTBOUND-BOSTON BRIDGE,11:19:00,3,YOUNG ST + YESTER,20840,11:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 11:19,1/1/2023 11:59,0 days 00:40:00,40.0,0.666666667
4343,4343,7939070,183453007,60,INBOUND-CRAWFORD VILLAGE,12:01:00,3,WALNUT ST + LINDEN,10246,12:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 12:01,1/1/2023 12:19,0 days 00:18:00,18.0,0.3
4344,4344,8996070,183453007,60,OUTBOUND-BOSTON BRIDGE,12:19:00,3,YOUNG ST + YESTER,20840,12:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 12:19,1/1/2023 12:59,0 days 00:40:00,40.0,0.666666667
4345,4345,3160070,183453007,60,INBOUND-CRAWFORD VILLAGE,13:01:00,3,WALNUT ST + LINDEN,10246,13:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 13:01,1/1/2023 13:19,0 days 00:18:00,18.0,0.3
4346,4346,2278070,183453007,60,OUTBOUND-BOSTON BRIDGE,13:19:00,3,YOUNG ST + YESTER,20840,13:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 13:19,1/1/2023 13:59,0 days 00:40:00,40.0,0.666666667
4347,4347,10210070,183453007,60,INBOUND-CRAWFORD VILLAGE,14:01:00,3,WALNUT ST + LINDEN,10246,14:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 14:01,1/1/2023 14:19,0 days 00:18:00,18.0,0.3
4348,4348,5801070,183453007,60,OUTBOUND-BOSTON BRIDGE,14:19:00,3,YOUNG ST + YESTER,20840,14:59:00,55,6.206693427,3,WALNUT ST + LINDEN,10391,1/1/2023 14:19,1/1/2023 14:59,0 days 00:40:00,40.0,0.666666667
4349,4349,9888070,183453007,60,INBOUND-CRAWFORD VILLAGE,15:01:00,3,WALNUT ST + LINDEN,10246,15:19:00,44,5.147731368,3,YOUNG ST + YESTER,20840,1/1/2023 15:01,1/1/2023 15:19,0 days 00:18:00,18.0,0.3
