,trip_id,Unnamed: 0,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
190,13583010,2966,183406901,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:24:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:25:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 7:24,1/1/2023 8:25,0 days 01:01:00,61.0,1.016666667
191,10757010,2967,183406901,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:25:00,2,FIFTH AVE + WOOD ST,20856,9:19:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:25,1/1/2023 9:19,0 days 00:54:00,54.0,0.9
192,11750010,2968,183406901,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:48:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:05:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 9:48,1/1/2023 11:05,0 days 01:17:00,77.0,1.283333333
193,1443010,2969,183406901,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:05:00,2,FIFTH AVE + WOOD ST,20856,12:05:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:05,1/1/2023 12:05,0 days 01:00:00,60.0,1.0
194,8564010,2974,183407201,61C,INBOUND-PITTSBURGH VIA OAKLAND,5:24:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,6:25:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 5:24,1/1/2023 6:25,0 days 01:01:00,61.0,1.016666667
195,4097010,2975,183407201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,6:25:00,2,FIFTH AVE + WOOD ST,20856,7:13:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 6:25,1/1/2023 7:13,0 days 00:48:00,48.0,0.8
196,8193010,2976,183407201,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:49:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:05:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 7:49,1/1/2023 9:05,0 days 01:16:00,76.0,1.266666667
197,24010,2977,183407201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:05:00,2,FIFTH AVE + WOOD ST,20856,9:59:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:05,1/1/2023 9:59,0 days 00:54:00,54.0,0.9
200,13331010,2984,183407501,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:44:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,7:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 6:44,1/1/2023 7:45,0 days 01:01:00,61.0,1.016666667
201,7145010,2985,183407501,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,7:45:00,2,FIFTH AVE + WOOD ST,20856,8:39:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 7:45,1/1/2023 8:39,0 days 00:54:00,54.0,0.9
202,12058010,2986,183407501,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:09:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,10:25:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 9:09,1/1/2023 10:25,0 days 01:16:00,76.0,1.266666667
203,14130010,2987,183407501,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,10:25:00,2,FIFTH AVE + WOOD ST,20856,11:25:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 10:25,1/1/2023 11:25,0 days 01:00:00,60.0,1.0
204,10463010,2988,183407601,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:04:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,7:05:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 6:04,1/1/2023 7:05,0 days 01:01:00,61.0,1.016666667
205,3145010,2989,183407601,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,7:05:00,2,FIFTH AVE + WOOD ST,20856,7:53:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 7:05,1/1/2023 7:53,0 days 00:48:00,48.0,0.8
206,11553010,2990,183407601,61C,INBOUND-PITTSBURGH VIA OAKLAND,8:29:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 8:29,1/1/2023 9:45,0 days 01:16:00,76.0,1.266666667
207,4430010,2991,183407601,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:45:00,2,FIFTH AVE + WOOD ST,20856,10:39:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:45,1/1/2023 10:39,0 days 00:54:00,54.0,0.9
312,7367010,3397,183423201,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:28:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 10:28,1/1/2023 11:45,0 days 01:17:00,77.0,1.283333333
313,2820010,3398,183423201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:45:00,2,FIFTH AVE + WOOD ST,20856,12:45:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:45,1/1/2023 12:45,0 days 01:00:00,60.0,1.0
314,2812010,3399,183423201,61C,INBOUND-PITTSBURGH VIA OAKLAND,12:58:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,14:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 12:58,1/1/2023 14:15,0 days 01:17:00,77.0,1.283333333
315,9139010,3400,183423201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,14:15:00,2,FIFTH AVE + WOOD ST,20856,15:15:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 14:15,1/1/2023 15:15,0 days 01:00:00,60.0,1.0
318,12948010,3407,183423501,61C,INBOUND-PITTSBURGH VIA OAKLAND,14:31:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 14:31,1/1/2023 15:45,0 days 01:14:00,74.0,1.233333333
319,11717010,3408,183423501,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:45:00,2,FIFTH AVE + WOOD ST,20856,16:45:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:45,1/1/2023 16:45,0 days 01:00:00,60.0,1.0
320,675010,3409,183423501,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:01:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 17:01,1/1/2023 18:15,0 days 01:14:00,74.0,1.233333333
321,1095010,3410,183423501,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:15:00,2,FIFTH AVE + WOOD ST,20856,19:10:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:15,1/1/2023 19:10,0 days 00:55:00,55.0,0.916666667
324,11383010,3413,183423701,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:58:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,12:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 10:58,1/1/2023 12:15,0 days 01:17:00,77.0,1.283333333
325,5867010,3414,183423701,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,12:15:00,2,FIFTH AVE + WOOD ST,20856,13:15:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 12:15,1/1/2023 13:15,0 days 01:00:00,60.0,1.0
326,1654010,3415,183423701,61C,INBOUND-PITTSBURGH VIA OAKLAND,13:28:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,14:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 13:28,1/1/2023 14:45,0 days 01:17:00,77.0,1.283333333
327,8452010,3416,183423701,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,14:45:00,2,FIFTH AVE + WOOD ST,20856,15:45:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 14:45,1/1/2023 15:45,0 days 01:00:00,60.0,1.0
328,12280010,3417,183423801,61C,INBOUND-PITTSBURGH VIA OAKLAND,16:01:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 16:01,1/1/2023 17:15,0 days 01:14:00,74.0,1.233333333
329,10104010,3418,183423801,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:15:00,2,FIFTH AVE + WOOD ST,20856,18:15:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:15,1/1/2023 18:15,0 days 01:00:00,60.0,1.0
330,4297010,3419,183423801,61C,INBOUND-PITTSBURGH VIA OAKLAND,18:39:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,19:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 18:39,1/1/2023 19:45,0 days 01:06:00,66.0,1.1
331,1851010,3420,183423801,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,19:45:00,2,FIFTH AVE + WOOD ST,20856,20:40:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 19:45,1/1/2023 20:40,0 days 00:55:00,55.0,0.916666667
334,2075010,3433,183424201,61C,INBOUND-PITTSBURGH VIA OAKLAND,13:58:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 13:58,1/1/2023 15:15,0 days 01:17:00,77.0,1.283333333
335,1903010,3434,183424201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:15:00,2,FIFTH AVE + WOOD ST,20856,16:15:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:15,1/1/2023 16:15,0 days 01:00:00,60.0,1.0
336,10642010,3435,183424201,61C,INBOUND-PITTSBURGH VIA OAKLAND,16:31:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 16:31,1/1/2023 17:45,0 days 01:14:00,74.0,1.233333333
337,11547010,3436,183424201,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:45:00,2,FIFTH AVE + WOOD ST,20856,18:45:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:45,1/1/2023 18:45,0 days 01:00:00,60.0,1.0
338,995010,3437,183424301,61C,INBOUND-PITTSBURGH VIA OAKLAND,19:19:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,20:25:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 19:19,1/1/2023 20:25,0 days 01:06:00,66.0,1.1
339,2271010,3438,183424301,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,20:25:00,2,FIFTH AVE + WOOD ST,20856,21:20:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 20:25,1/1/2023 21:20,0 days 00:55:00,55.0,0.916666667
340,435010,3439,183424301,61C,INBOUND-PITTSBURGH VIA OAKLAND,21:32:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,22:25:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 21:32,1/1/2023 22:25,0 days 00:53:00,53.0,0.883333333
341,8563010,3440,183424301,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,22:25:00,2,FIFTH AVE + WOOD ST,20856,23:20:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 22:25,1/1/2023 23:20,0 days 00:55:00,55.0,0.916666667
342,2787010,3441,183424401,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:31:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 17:31,1/1/2023 18:45,0 days 01:14:00,74.0,1.233333333
343,8703010,3442,183424401,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:45:00,2,FIFTH AVE + WOOD ST,20856,19:40:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:45,1/1/2023 19:40,0 days 00:55:00,55.0,0.916666667
344,3759010,3443,183424401,61C,INBOUND-PITTSBURGH VIA OAKLAND,19:59:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,21:05:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 19:59,1/1/2023 21:05,0 days 01:06:00,66.0,1.1
345,666010,3444,183424401,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,21:05:00,2,FIFTH AVE + WOOD ST,20856,22:00:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 21:05,1/1/2023 22:00,0 days 00:55:00,55.0,0.916666667
348,13656010,3447,183424601,61C,INBOUND-PITTSBURGH VIA OAKLAND,18:09:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,19:15:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 18:09,1/1/2023 19:15,0 days 01:06:00,66.0,1.1
349,12438010,3448,183424601,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,19:15:00,2,FIFTH AVE + WOOD ST,20856,20:10:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 19:15,1/1/2023 20:10,0 days 00:55:00,55.0,0.916666667
350,9685010,3449,183424601,61C,INBOUND-PITTSBURGH VIA OAKLAND,20:39:00,2,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,21:45:00,85,15.56014888,2,FIFTH AVE + WOOD ST,20856,1/1/2023 20:39,1/1/2023 21:45,0 days 01:06:00,66.0,1.1
351,10945010,3450,183424601,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,21:45:00,2,FIFTH AVE + WOOD ST,20856,22:40:00,81,14.39115414,2,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 21:45,1/1/2023 22:40,0 days 00:55:00,55.0,0.916666667
366,2433080,3679,183430408,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:24:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,8:25:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 7:24,1/1/2023 8:25,0 days 01:01:00,61.0,1.016666667
367,3818080,3680,183430408,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,8:25:00,1,FIFTH AVE + WOOD ST,20856,9:19:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 8:25,1/1/2023 9:19,0 days 00:54:00,54.0,0.9
368,6756080,3681,183430408,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:48:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:05:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 9:48,1/1/2023 11:05,0 days 01:17:00,77.0,1.283333333
369,9331080,3682,183430408,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:05:00,1,FIFTH AVE + WOOD ST,20856,12:05:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:05,1/1/2023 12:05,0 days 01:00:00,60.0,1.0
370,3833080,3687,183430708,61C,INBOUND-PITTSBURGH VIA OAKLAND,5:24:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,6:25:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 5:24,1/1/2023 6:25,0 days 01:01:00,61.0,1.016666667
371,8070080,3688,183430708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,6:25:00,1,FIFTH AVE + WOOD ST,20856,7:13:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 6:25,1/1/2023 7:13,0 days 00:48:00,48.0,0.8
372,13948080,3689,183430708,61C,INBOUND-PITTSBURGH VIA OAKLAND,7:49:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:05:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 7:49,1/1/2023 9:05,0 days 01:16:00,76.0,1.266666667
373,9422080,3690,183430708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:05:00,1,FIFTH AVE + WOOD ST,20856,9:59:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:05,1/1/2023 9:59,0 days 00:54:00,54.0,0.9
376,14040080,3697,183431008,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:44:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,7:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:44,1/1/2023 7:45,0 days 01:01:00,61.0,1.016666667
377,5592080,3698,183431008,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,7:45:00,1,FIFTH AVE + WOOD ST,20856,8:39:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 7:45,1/1/2023 8:39,0 days 00:54:00,54.0,0.9
378,9124080,3699,183431008,61C,INBOUND-PITTSBURGH VIA OAKLAND,9:09:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,10:25:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 9:09,1/1/2023 10:25,0 days 01:16:00,76.0,1.266666667
379,7716080,3700,183431008,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,10:25:00,1,FIFTH AVE + WOOD ST,20856,11:25:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 10:25,1/1/2023 11:25,0 days 01:00:00,60.0,1.0
380,7869080,3701,183431108,61C,INBOUND-PITTSBURGH VIA OAKLAND,6:04:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,7:05:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 6:04,1/1/2023 7:05,0 days 01:01:00,61.0,1.016666667
381,7727080,3702,183431108,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,7:05:00,1,FIFTH AVE + WOOD ST,20856,7:53:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 7:05,1/1/2023 7:53,0 days 00:48:00,48.0,0.8
382,11286080,3703,183431108,61C,INBOUND-PITTSBURGH VIA OAKLAND,8:29:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,9:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 8:29,1/1/2023 9:45,0 days 01:16:00,76.0,1.266666667
383,9130080,3704,183431108,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,9:45:00,1,FIFTH AVE + WOOD ST,20856,10:39:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 9:45,1/1/2023 10:39,0 days 00:54:00,54.0,0.9
488,12680080,4110,183446708,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:28:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,11:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 10:28,1/1/2023 11:45,0 days 01:17:00,77.0,1.283333333
489,4549080,4111,183446708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,11:45:00,1,FIFTH AVE + WOOD ST,20856,12:45:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 11:45,1/1/2023 12:45,0 days 01:00:00,60.0,1.0
490,4737080,4112,183446708,61C,INBOUND-PITTSBURGH VIA OAKLAND,12:58:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,14:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 12:58,1/1/2023 14:15,0 days 01:17:00,77.0,1.283333333
491,7538080,4113,183446708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,14:15:00,1,FIFTH AVE + WOOD ST,20856,15:15:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 14:15,1/1/2023 15:15,0 days 01:00:00,60.0,1.0
494,13909080,4120,183447008,61C,INBOUND-PITTSBURGH VIA OAKLAND,14:31:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 14:31,1/1/2023 15:45,0 days 01:14:00,74.0,1.233333333
495,3360080,4121,183447008,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:45:00,1,FIFTH AVE + WOOD ST,20856,16:45:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:45,1/1/2023 16:45,0 days 01:00:00,60.0,1.0
496,1187080,4122,183447008,61C,INBOUND-PITTSBURGH VIA OAKLAND,17:01:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,18:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 17:01,1/1/2023 18:15,0 days 01:14:00,74.0,1.233333333
497,12923080,4123,183447008,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,18:15:00,1,FIFTH AVE + WOOD ST,20856,19:10:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 18:15,1/1/2023 19:10,0 days 00:55:00,55.0,0.916666667
500,6907080,4126,183447208,61C,INBOUND-PITTSBURGH VIA OAKLAND,10:58:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,12:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 10:58,1/1/2023 12:15,0 days 01:17:00,77.0,1.283333333
501,3046080,4127,183447208,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,12:15:00,1,FIFTH AVE + WOOD ST,20856,13:15:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 12:15,1/1/2023 13:15,0 days 01:00:00,60.0,1.0
502,3260080,4128,183447208,61C,INBOUND-PITTSBURGH VIA OAKLAND,13:28:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,14:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 13:28,1/1/2023 14:45,0 days 01:17:00,77.0,1.283333333
503,366080,4129,183447208,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,14:45:00,1,FIFTH AVE + WOOD ST,20856,15:45:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 14:45,1/1/2023 15:45,0 days 01:00:00,60.0,1.0
504,7973080,4130,183447308,61C,INBOUND-PITTSBURGH VIA OAKLAND,16:01:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 16:01,1/1/2023 17:15,0 days 01:14:00,74.0,1.233333333
505,2386080,4131,183447308,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,17:15:00,1,FIFTH AVE + WOOD ST,20856,18:15:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 17:15,1/1/2023 18:15,0 days 01:00:00,60.0,1.0
506,4697080,4132,183447308,61C,INBOUND-PITTSBURGH VIA OAKLAND,18:39:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,19:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 18:39,1/1/2023 19:45,0 days 01:06:00,66.0,1.1
507,198080,4133,183447308,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,19:45:00,1,FIFTH AVE + WOOD ST,20856,20:40:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 19:45,1/1/2023 20:40,0 days 00:55:00,55.0,0.916666667
510,7178080,4146,183447708,61C,INBOUND-PITTSBURGH VIA OAKLAND,13:58:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,15:15:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 13:58,1/1/2023 15:15,0 days 01:17:00,77.0,1.283333333
511,11390080,4147,183447708,61C,OUTBOUND-MCKEESPORT HOMESTEAD VIA OAKLAND-SQ HILL-MURRAY AV,15:15:00,1,FIFTH AVE + WOOD ST,20856,16:15:00,81,14.39115414,1,MCKSPT TRANSPORTATION CTR + BAY #2,17791,1/1/2023 15:15,1/1/2023 16:15,0 days 01:00:00,60.0,1.0
512,8477080,4148,183447708,61C,INBOUND-PITTSBURGH VIA OAKLAND,16:31:00,1,MCKEESPORT TRANSPORTATION CENTER AT BAY #4,22899,17:45:00,85,15.56014888,1,FIFTH AVE + WOOD ST,20856,1/1/2023 16:31,1/1/2023 17:45,0 days 01:14:00,74.0,1.233333333
