,trip_id,block_id,route_id,trip_headsign,trip_start_time,trip_end_time,start_stop_id,end_stop_id,start_stop_name,start_stop_lat,start_stop_lon,end_stop_name,end_stop_lat,end_stop_lon
7590,524070,183607907.0,54,INBOUND-OAKLAND,24:45:00,25:36:00,2531,1829,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7591,6067070,183608007.0,54,OUTBOUND-SOUTH SIDE TO BON AIR,22:33:00,23:31:00,1829,2531,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454
7592,3968070,183608007.0,54,INBOUND-OAKLAND,23:45:00,24:36:00,2531,1829,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7593,8970070,183608107.0,54,OUTBOUND-SOUTH SIDE TO BON AIR,21:32:00,22:32:00,1829,2531,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454
7594,1373070,183608107.0,54,INBOUND-OAKLAND,22:45:00,23:36:00,2531,1829,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7595,6101070,183608107.0,54,OUTBOUND-SOUTH HILLS JUNCTION,24:01:00,24:54:00,1829,4764,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111
7596,6427070,183608107.0,54,INBOUND-OAKLAND,25:10:00,26:05:00,4764,1829,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7597,3081070,183608207.0,54,OUTBOUND-SOUTH HILLS JUNCTION,25:01:00,25:54:00,1829,4764,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111
7598,1822070,183608307.0,54,OUTBOUND-SOUTH HILLS JUNCTION,22:01:00,22:54:00,1829,4764,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111
7599,7129070,183608307.0,54,INBOUND-OAKLAND,23:10:00,24:05:00,4764,1829,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7600,13123070,183608307.0,54,OUTBOUND-SOUTH SIDE TO BON AIR,24:28:00,25:26:00,1829,2531,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454
7601,12336070,183608307.0,54,INBOUND-OAKLAND,25:45:00,26:36:00,2531,1829,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7602,8643070,183608407.0,91,OUTBOUND-VA HOSPITAL,09:39:00,10:25:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7603,13847070,183608407.0,91,INBOUND-DOWNTOWN,10:56:00,11:43:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7604,12933070,183608407.0,91,OUTBOUND-VA HOSPITAL,11:43:00,12:29:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7605,5263070,183608407.0,91,INBOUND-DOWNTOWN,12:56:00,13:43:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7606,4220070,183608507.0,91,OUTBOUND-VA HOSPITAL,10:23:00,11:09:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7607,9914070,183608507.0,91,INBOUND-DOWNTOWN,11:36:00,12:23:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7608,12731070,183608507.0,91,OUTBOUND-VA HOSPITAL,12:23:00,13:11:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7609,769070,183608507.0,91,INBOUND-DOWNTOWN,13:36:00,14:23:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7610,7393070,183608607.0,91,OUTBOUND-VA HOSPITAL,08:58:00,09:43:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7611,4678070,183608607.0,91,INBOUND-DOWNTOWN,10:16:00,11:03:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7612,4538070,183608607.0,91,OUTBOUND-VA HOSPITAL,11:03:00,11:49:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7613,13375070,183608607.0,91,INBOUND-DOWNTOWN,12:16:00,13:03:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7614,13433070,183608707.0,91,OUTBOUND-VA HOSPITAL,13:03:00,13:51:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7615,7604070,183608707.0,91,INBOUND-DOWNTOWN,14:16:00,15:07:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7616,11035070,183608707.0,91,OUTBOUND-VA HOSPITAL,15:07:00,15:55:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7617,3284070,183608707.0,91,INBOUND-DOWNTOWN,16:15:00,17:02:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7618,5556070,183608807.0,91,OUTBOUND-VA HOSPITAL,17:02:00,17:50:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7619,12990070,183608807.0,91,INBOUND-DOWNTOWN,18:15:00,19:02:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7620,4716070,183608807.0,91,OUTBOUND-VA HOSPITAL,19:02:00,19:46:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7621,6542070,183608807.0,91,INBOUND-DOWNTOWN,20:20:00,21:02:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7622,11267070,183608907.0,91,OUTBOUND-VA HOSPITAL,22:22:00,23:04:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7623,7059070,183608907.0,91,INBOUND-DOWNTOWN,23:40:00,24:22:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7624,6500070,183608907.0,91,OUTBOUND-DOWNTOWN,24:22:00,24:59:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
7625,13709070,183609007.0,91,OUTBOUND-VA HOSPITAL,19:42:00,20:26:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7626,3061070,183609007.0,91,INBOUND-DOWNTOWN,21:00:00,21:42:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7627,7143070,183609007.0,91,OUTBOUND-VA HOSPITAL,21:42:00,22:24:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7628,11046070,183609007.0,91,INBOUND-DOWNTOWN,23:00:00,23:42:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7629,4180070,183609007.0,91,OUTBOUND-VA HOSPITAL,23:42:00,24:23:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7630,13448070,183609107.0,91,OUTBOUND-VA HOSPITAL,21:02:00,21:44:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7631,6751070,183609107.0,91,INBOUND-DOWNTOWN,22:20:00,23:02:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7632,7611070,183609107.0,91,OUTBOUND-VA HOSPITAL,23:02:00,23:43:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7633,9619070,183609107.0,91,INBOUND-DOWNTOWN,24:20:00,25:02:00,20768,20182,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723,7TH ST + PENN AVE,40.443323,-80.000347
7634,9284070,183609107.0,91,OUTBOUND-DOWNTOWN,25:02:00,25:39:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
7635,7426020,183609202.0,O5,OUTBOUND-THOMPSON RUN- NORTH PARK,17:15:00,18:05:00,1125,1131,SEVENTH AVE + SMITHFIELD ST,40.442791,-79.99662,HEMLOCK DR + SAMPLE,40.576218,-79.978973
7636,657020,183609302.0,P13,INBOUND-DOWNTOWN,06:17:00,07:00:00,249,179,MCKNIGHT RD + ROSS PARK MALL DR,40.542549,-80.013268,9TH ST + PENN AVE,40.443888,-79.998481
7637,6931020,183609402.0,16,INBOUND-DOWNTOWN,06:03:00,06:40:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7638,12081020,183609402.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,06:40:00,07:16:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7639,13553020,183609402.0,16,INBOUND-DOWNTOWN,07:31:00,08:10:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7640,12848020,183609402.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,08:10:00,08:46:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7641,1099020,183609502.0,16,INBOUND-DOWNTOWN,07:01:00,07:40:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7642,7363020,183609502.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,07:40:00,08:16:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7643,8050020,183609602.0,16,INBOUND-DOWNTOWN,06:33:00,07:10:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7644,1030020,183609602.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,07:10:00,07:46:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7645,543020,183609602.0,16,INBOUND-DOWNTOWN,08:06:00,08:40:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7646,13462020,183609602.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,08:40:00,09:16:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7647,11664020,183609602.0,16,INBOUND-DOWNTOWN,09:36:00,10:10:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7648,2944020,183609602.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,10:10:00,10:46:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7649,670020,183609702.0,16,INBOUND-DOWNTOWN,14:06:00,14:40:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7650,2931020,183609702.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,14:40:00,15:20:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7651,12554020,183609702.0,16,INBOUND-DOWNTOWN,15:36:00,16:10:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7652,12104020,183609702.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,16:10:00,16:50:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7653,3189020,183609802.0,O5,OUTBOUND-THOMPSON RUN- NORTH PARK,16:15:00,17:05:00,1125,1131,SEVENTH AVE + SMITHFIELD ST,40.442791,-79.99662,HEMLOCK DR + SAMPLE,40.576218,-79.978973
7654,767020,183609902.0,16,INBOUND-DOWNTOWN,14:36:00,15:10:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7655,5719020,183609902.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,15:10:00,15:50:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7656,5529020,183609902.0,16,INBOUND-DOWNTOWN,16:06:00,16:40:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7657,6177020,183609902.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,16:40:00,17:21:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7658,4152020,183610002.0,16,INBOUND-DOWNTOWN,03:54:00,04:25:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7659,12992020,183610002.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,04:25:00,04:55:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7660,6456020,183610002.0,16,INBOUND-DOWNTOWN,05:23:00,05:55:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7661,2103020,183610002.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,05:55:00,06:29:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7662,2733020,183610002.0,16,INBOUND-DOWNTOWN,06:48:00,07:25:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7663,4504020,183610002.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,07:25:00,08:01:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7664,7422020,183610102.0,16,INBOUND-DOWNTOWN,04:24:00,04:55:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7665,5677020,183610102.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,04:55:00,05:25:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7666,12791020,183610202.0,16,INBOUND-DOWNTOWN,04:53:00,05:25:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7667,14084020,183610202.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,05:25:00,05:55:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7668,9279020,183610202.0,16,INBOUND-DOWNTOWN,06:18:00,06:55:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7669,3542020,183610202.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,06:55:00,07:31:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7670,12641020,183610202.0,16,INBOUND-DOWNTOWN,07:46:00,08:25:00,1258,20182,AVALON LOOP + CALIFORNIA,40.503682,-80.074369,7TH ST + PENN AVE,40.443323,-80.000347
7671,13759020,183610202.0,16,OUTBOUND-BRIGHTON HEIGHTS-BELLEVUE-AVALON,08:25:00,09:01:00,20182,1258,7TH ST + PENN AVE,40.443323,-80.000347,AVALON LOOP + CALIFORNIA,40.503682,-80.074369
7672,5378020,183610302.0,O1,INBOUND-DOWNTOWN,06:18:00,06:40:00,568,22298,PERRY HWY AT ROSS PARK AND RIDE- LOWER LOT SHELTER,40.508795,-80.029448,SEVENTH AVE + WILLIAM PENN PL,40.442563,-79.996139
7673,10202020,183610302.0,O1,INBOUND-DOWNTOWN,07:20:00,07:45:00,568,22298,PERRY HWY AT ROSS PARK AND RIDE- LOWER LOT SHELTER,40.508795,-80.029448,SEVENTH AVE + WILLIAM PENN PL,40.442563,-79.996139
7674,40020,183610302.0,O1,INBOUND-DOWNTOWN,08:22:00,08:45:00,568,22298,PERRY HWY AT ROSS PARK AND RIDE- LOWER LOT SHELTER,40.508795,-80.029448,SEVENTH AVE + WILLIAM PENN PL,40.442563,-79.996139
7675,2365020,183610402.0,P13,OUTBOUND-MOUNT ROYAL,17:40:00,18:29:00,179,18682,9TH ST + PENN AVE,40.443888,-79.998481,MCKNIGHT RD + MCKNIGHT CIR (OPP ROSS PARK MALL DR),40.542185,-80.013331
7676,1552020,183610502.0,54,OUTBOUND-SOUTH HILLS JUNCTION,14:44:00,15:59:00,1829,4764,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111
7677,10488020,183610502.0,54,INBOUND-OAKLAND,16:22:00,17:32:00,4764,1829,SHJ BUS TURNAROUND SHELTER,40.421135,-80.006111,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447
7678,5011020,183610502.0,54,OUTBOUND-SOUTH SIDE TO BON AIR,17:43:00,19:03:00,1829,2531,ALLEGHENY SQ WEST + STOP #2,40.452023,-80.006447,MCKINLEY AVE + BROWNSVILLE,40.4088,-79.991454
7679,5918020,183610602.0,17,INBOUND-DOWNTOWN,04:55:00,05:40:00,19825,20182,ROSS GARAGE + TERMINAL-NO STOP,40.501111,-80.022331,7TH ST + PENN AVE,40.443323,-80.000347
7680,7591020,183610602.0,17,OUTBOUND-SHADELAND,05:40:00,06:26:00,20182,19825,7TH ST + PENN AVE,40.443323,-80.000347,ROSS GARAGE + TERMINAL-NO STOP,40.501111,-80.022331
7681,12017020,183610702.0,8,INBOUND-DOWNTOWN,06:13:00,06:55:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7682,3075020,183610702.0,8,OUTBOUND-WEST VIEW,06:55:00,07:34:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7683,10020020,183610802.0,8,INBOUND-DOWNTOWN,06:43:00,07:25:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7684,1397020,183610802.0,8,OUTBOUND-WEST VIEW,07:25:00,08:04:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7685,6375020,183610902.0,8,INBOUND-DOWNTOWN,13:50:00,14:30:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7686,6543020,183610902.0,8,OUTBOUND-WEST VIEW,14:30:00,15:10:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7687,8585020,183610902.0,8,INBOUND-DOWNTOWN,15:36:00,16:18:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7688,2435020,183610902.0,8,OUTBOUND-WEST VIEW,16:18:00,17:01:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7689,9487020,183611002.0,8,INBOUND-DOWNTOWN,06:58:00,07:40:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7690,13535020,183611002.0,8,OUTBOUND-WEST VIEW,07:40:00,08:19:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7691,874020,183611002.0,8,INBOUND-DOWNTOWN,08:37:00,09:16:00,16529,2932,WEST VIEW FIRE LN + WORKOUT ANYTIME,40.517571,-80.037758,PENN AVE + 7TH ST,40.44332,-80.00009
7692,6525020,183611002.0,8,OUTBOUND-WEST VIEW,09:16:00,09:56:00,2932,620,PENN AVE + 7TH ST,40.44332,-80.00009,WEST VIEW PLAZA FIRE LANE + UHAUL,40.516553,-80.036697
7693,3528020,183611102.0,91,INBOUND-DOWNTOWN,04:26:00,05:05:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7694,1277020,183611102.0,91,OUTBOUND-VA HOSPITAL,05:05:00,05:48:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7695,13716020,183611102.0,91,INBOUND-DOWNTOWN,06:11:00,07:00:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7696,12734020,183611102.0,91,OUTBOUND-BUTLER ST- RIDC,07:00:00,07:49:00,20182,12750,7TH ST + PENN AVE,40.443323,-80.000347,RIDC PARK + TERMINAL,40.500414,-79.860934
7697,3014020,183611102.0,91,INBOUND-DOWNTOWN,08:03:00,08:50:00,12750,20182,RIDC PARK + TERMINAL,40.500414,-79.860934,7TH ST + PENN AVE,40.443323,-80.000347
7698,7016020,183611202.0,91,INBOUND-DOWNTOWN,04:46:00,05:25:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7699,2025020,183611202.0,91,OUTBOUND-BUTLER ST- RIDC,05:25:00,06:11:00,20182,12750,7TH ST + PENN AVE,40.443323,-80.000347,RIDC PARK + TERMINAL,40.500414,-79.860934
7700,8086020,183611202.0,91,INBOUND-DOWNTOWN,06:29:00,07:24:00,12750,20182,RIDC PARK + TERMINAL,40.500414,-79.860934,7TH ST + PENN AVE,40.443323,-80.000347
7701,7196020,183611202.0,91,OUTBOUND-DOWNTOWN,07:24:00,08:10:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
7702,2823020,183611302.0,91,INBOUND-DOWNTOWN,14:47:00,15:35:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7703,10819020,183611302.0,91,OUTBOUND-BUTLER ST- RIDC,15:35:00,16:31:00,20182,12750,7TH ST + PENN AVE,40.443323,-80.000347,RIDC PARK + TERMINAL,40.500414,-79.860934
7704,13168020,183611302.0,91,INBOUND-DOWNTOWN,17:01:00,17:53:00,12750,20182,RIDC PARK + TERMINAL,40.500414,-79.860934,7TH ST + PENN AVE,40.443323,-80.000347
7705,10212020,183611302.0,91,OUTBOUND-DOWNTOWN,17:53:00,18:46:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
7706,2805020,183611402.0,91,OUTBOUND-BUTLER ST- RIDC,04:45:00,05:25:00,20182,12750,7TH ST + PENN AVE,40.443323,-80.000347,RIDC PARK + TERMINAL,40.500414,-79.860934
7707,13077020,183611402.0,91,INBOUND-DOWNTOWN,05:44:00,06:35:00,12750,20182,RIDC PARK + TERMINAL,40.500414,-79.860934,7TH ST + PENN AVE,40.443323,-80.000347
7708,271020,183611402.0,91,OUTBOUND-DOWNTOWN,06:35:00,07:17:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
7709,9220020,183611402.0,91,INBOUND-DOWNTOWN,07:35:00,08:24:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7710,1507020,183611502.0,91,INBOUND-DOWNTOWN,05:06:00,05:45:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7711,13121020,183611502.0,91,OUTBOUND-VA HOSPITAL,05:45:00,06:28:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7712,10554020,183611502.0,91,INBOUND-DOWNTOWN,06:55:00,07:44:00,3302,20182,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972,7TH ST + PENN AVE,40.443323,-80.000347
7713,4240020,183611502.0,91,OUTBOUND-VA HOSPITAL,07:44:00,08:32:00,20182,20768,7TH ST + PENN AVE,40.443323,-80.000347,AMBULATORY CARE CENTER DR + BLDG #51,40.495047,-79.888723
7714,8906020,183611602.0,91,INBOUND-DOWNTOWN,15:05:00,15:59:00,12750,20182,RIDC PARK + TERMINAL,40.500414,-79.860934,7TH ST + PENN AVE,40.443323,-80.000347
7715,5049020,183611602.0,91,OUTBOUND-DOWNTOWN,15:59:00,16:51:00,20182,3302,7TH ST + PENN AVE,40.443323,-80.000347,OLD FREEPORT TERMINUS + FREEPORT,40.490139,-79.869972
